symbol,open_time,close_time,open,high,low,close,volume
BTCUSDT,2024-01-29 00:00:00,2024-01-29 03:59:59,42053.45000000,42381.10000000,41961.10000000,42246.95000000,3204.92588000
BTCUSDT,2024-01-29 04:00:00,2024-01-29 07:59:59,42246.95000000,42647.27000000,41804.88000000,42641.75000000,6763.08424000
BTCUSDT,2024-01-29 08:00:00,2024-01-29 11:59:59,42641.75000000,43313.80000000,42518.00000000,42995.99000000,11314.82880000
BTCUSDT,2024-01-29 12:00:00,2024-01-29 15:59:59,42995.99000000,43333.00000000,42982.66000000,43302.70000000,4086.36492000
BTCUSDT,2024-01-29 16:00:00,2024-01-29 19:59:59,43302.71000000,43787.35000000,43133.90000000,43519.71000000,6762.21682000
BTCUSDT,2024-01-29 20:00:00,2024-01-29 23:59:59,43519.71000000,43570.09000000,43259.26000000,43358.25000000,3352.66111000
BTCUSDT,2024-01-30 00:00:00,2024-01-30 03:59:59,43358.24000000,43564.85000000,43215.76000000,43537.74000000,4124.15330000
BTCUSDT,2024-01-30 04:00:00,2024-01-30 07:59:59,43537.75000000,43882.36000000,43114.13000000,43375.50000000,9820.25546000
BTCUSDT,2024-01-30 08:00:00,2024-01-30 11:59:59,43375.50000000,43599.00000000,43224.00000000,43547.98000000,5834.15697000
BTCUSDT,2024-01-30 12:00:00,2024-01-30 15:59:59,43547.99000000,43760.00000000,42683.99000000,42941.10000000,7725.80180000
BTCUSDT,2024-01-30 16:00:00,2024-01-30 19:59:59,42941.10000000,43107.77000000,42655.07000000,42930.07000000,4913.47979000
BTCUSDT,2024-01-30 20:00:00,2024-01-30 23:59:59,42930.06000000,43087.93000000,42871.10000000,43050.01000000,2839.50568000
BTCUSDT,2024-01-31 00:00:00,2024-01-31 03:59:59,43050.01000000,43091.10000000,42355.00000000,42647.98000000,6116.23013000
BTCUSDT,2024-01-31 04:00:00,2024-01-31 07:59:59,42647.98000000,43465.02000000,42521.31000000,43361.10000000,8138.75525000
BTCUSDT,2024-01-31 08:00:00,2024-01-31 11:59:59,43361.11000000,43745.11000000,43041.10000000,43334.64000000,8260.76136000
BTCUSDT,2024-01-31 12:00:00,2024-01-31 15:59:59,43334.63000000,43361.10000000,42276.84000000,42580.00000000,9602.40467000
BTCUSDT,2024-01-31 16:00:00,2024-01-31 19:59:59,42580.00000000,42687.63000000,41884.28000000,42015.65000000,6159.26638000
BTCUSDT,2024-01-31 20:00:00,2024-01-31 23:59:59,42015.65000000,42300.00000000,41889.95000000,42190.16000000,4812.74817000
BTCUSDT,2024-02-01 00:00:00,2024-02-01 03:59:59,42190.15000000,42331.10000000,42026.52000000,42087.52000000,4002.75251000
BTCUSDT,2024-02-01 04:00:00,2024-02-01 07:59:59,42087.52000000,42946.60000000,41944.89000000,42516.12000000,7858.34198000
BTCUSDT,2024-02-01 08:00:00,2024-02-01 11:59:59,42516.12000000,43285.13000000,42364.00000000,43218.94000000,8083.56904000
BTCUSDT,2024-02-01 12:00:00,2024-02-01 15:59:59,43218.94000000,43279.91000000,42872.91000000,43082.94000000,4314.36856000
BTCUSDT,2024-02-01 16:00:00,2024-02-01 19:59:59,43082.95000000,43432.63000000,43026.15000000,43037.25000000,4246.33741000
BTCUSDT,2024-02-01 20:00:00,2024-02-01 23:59:59,43037.25000000,43271.10000000,42943.71000000,43086.89000000,4064.36047000
BTCUSDT,2024-02-02 00:00:00,2024-02-02 03:59:59,43086.90000000,43199.00000000,42941.10000000,43148.41000000,4094.76501000
BTCUSDT,2024-02-02 04:00:00,2024-02-02 07:59:59,43148.42000000,43250.00000000,42546.79000000,43242.09000000,8493.53585000
BTCUSDT,2024-02-02 08:00:00,2024-02-02 11:59:59,43242.10000000,43488.00000000,42783.09000000,43061.97000000,6362.66369000
BTCUSDT,2024-02-02 12:00:00,2024-02-02 15:59:59,43061.98000000,43238.01000000,42900.48000000,43200.00000000,2410.48175000
BTCUSDT,2024-02-02 16:00:00,2024-02-02 19:59:59,43199.99000000,43380.01000000,43142.00000000,43173.94000000,2223.22292000
BTCUSDT,2024-02-02 20:00:00,2024-02-02 23:59:59,43173.95000000,43222.75000000,43040.00000000,43053.05000000,1346.11611000
BTCUSDT,2024-02-03 00:00:00,2024-02-03 03:59:59,43053.05000000,43125.28000000,42973.66000000,42995.04000000,1810.42438000
